wall_time,environment_ticks,decision_steps,training_step,ticks_per_second,episodes_completed,training_reward,official_reward,survival_time,population_mean,population_max,birth_count,death_count,mean_energy,median_energy,curriculum_stage,horizon,actor_loss,critic_loss,entropy,kl_estimate,clip_fraction,explained_variance,optimizer_minibatches,mode_entropy,spawn_probability,spawn_action_frequency,mode_explore_fraction,mode_explore_team_fraction,mode_forage_fraction,mode_forage_team_fraction,mode_camp_fraction,mode_camp_team_fraction,mode_evade_fraction,mode_evade_team_fraction,mode_regroup_fraction,mode_regroup_team_fraction,mode_conserve_fraction,mode_conserve_team_fraction,movement_intensity_mean,movement_intensity_std,movement_intensity_min,movement_intensity_max,steering_residual_mean,steering_residual_std,steering_residual_min,steering_residual_max
322.09400000000096,42187,8448,11,120.42855347492267,32,0.4991973844076167,0.51221821774095,167.8833333333333,8.833333333333334,50,1890,1981,48.78486633300781,48.3750114440918,0,300.0,-0.009583091020532366,27.498940255906845,2.9167262381977506,0.003771880978168459,0.04448724186901624,0.3650519034198709,36,1.7513224503563152,0.4725367242263881,0.4821988642215729,0.1877249820014399,0.18657683696967142,0.18988480921526277,0.18975048851002865,0.14002879769618432,0.14731319658392944,0.13426925845932325,0.12871685249498116,0.14776817854571633,0.1390854134353419,0.20032397408207345,0.20855721200604743,0.5088464021682739,0.2365313470363617,0.00454571982845664,0.9980307817459106,0.00044815277215093374,0.4721932113170624,-0.9878753423690796,0.9799973964691162
346.78099999999904,46023,9216,12,155.47989623865953,35,0.4897972729926121,0.5093285229926121,71.53333333333256,8.5,50,2015,2123,48.98869323730469,51.28084182739258,0,300.0,-0.015363281140000455,32.45753584967719,2.8987441195382013,0.0032993023489022257,0.02935075791416845,0.31247988651057745,36,1.7347433178684601,0.476736911018039,0.4826190769672394,0.2076591154261057,0.21382976828223735,0.20496224379719524,0.19544064566133296,0.11632506292700467,0.12421054084375766,0.11884214311398777,0.12126173597327353,0.16127292340884575,0.1643081954848246,0.19093851132686085,0.1809491137545739,0.50201815366745,0.23672322928905487,0.002749840961769223,0.9919263124465942,0.019248565658926964,0.47102653980255127,-0.9763762950897217,0.993173360824585
375.15599999999904,49857,9984,13,135.19517613455866,37,0.5017940121223265,0.5148148454556599,28.20000000000013,9.166666666666666,50,2192,2306,51.674922943115234,46.14521789550781,0,300.0,-0.010835183427843731,34.54312233130137,2.8870496501525245,0.005362555447807911,0.06861934595508501,0.5148781193647473,48,1.7246303876080578,0.49534718218166107,0.4828965961933136,0.21024734982332155,0.2179887796700318,0.22513881877839476,0.22751256340096468,0.10058051489146895,0.09399512618233512,0.12304391721352852,0.11846251706529881,0.1640585562847047,0.1533404644718798,0.17693084300858153,0.1887005492094898,0.506073534488678,0.2377488613128662,0.004167460836470127,0.9977477788925171,0.0030770667362958193,0.47376930713653564,-0.9940596222877502,0.9890484809875488
401.07800000000134,53692,10752,14,148.03520419978398,40,0.5036372203514518,0.5101476370181185,132.8333333333335,6.0,50,2310,2453,44.01726531982422,47.1032829284668,0,300.0,-0.01066885722268905,30.52939106169201,2.8695129383177984,0.005326185714000617,0.06020785577683931,0.4841052977822813,42,1.717770534762332,0.47362258720676215,0.47592803835868835,0.213933513599491,0.21827638618873962,0.20279942738985207,0.20268971822734322,0.09782090027039923,0.09635788049196196,0.12883728328296484,0.12803124692747941,0.17894067122634005,0.17187350205413746,0.17766820423095275,0.18277126611033834,0.5080658793449402,0.23603394627571106,0.0029776713345199823,0.998594343662262,-0.0033228870015591383,0.471269816160202,-0.9962818622589111,0.9916772842407227
422.1409999999996,57531,11520,15,182.40129234571407,43,0.48976421000133935,0.5092954600013394,57.63333333333261,5.833333333333333,50,2425,2584,48.10703659057617,37.95900344848633,0,300.0,-0.004758091558081408,33.01535358428955,2.866322875022888,0.0018916160677084311,0.010044401975270982,0.3419920688630066,30,1.710903061452378,0.46625835512138913,0.4594249129295349,0.20644490644490646,0.21210178809293553,0.2130977130977131,0.20740143958723062,0.09625779625779626,0.09954962604338626,0.12203742203742204,0.11867036703577401,0.1945945945945946,0.19235662778966486,0.16756756756756758,0.16992015145100875,0.5082337856292725,0.23693527281284332,0.0020325304940342903,0.9993916749954224,-0.0028785865288227797,0.46753546595573425,-0.9983420372009277,0.9948848485946655
457.70300000000134,61364,12288,16,107.8290713702915,51,0.49989427083335364,0.512915104166687,136.97500000000002,5.166666666666667,50,2536,2732,79.80448913574219,58.33219528198242,0,300.0,-0.005834242484221856,23.762466536627876,2.8534095221095614,0.002648709505466387,0.025999551499909204,0.5582566565861193,36,1.7039841189911122,0.47340279162360854,0.45930010080337524,0.22480908921586887,0.22545908172826853,0.21493760476811324,0.20580848734324783,0.09294095734773701,0.08963042930964535,0.1253492270441423,0.1093789520149303,0.18271558949525052,0.19578976589555455,0.15924753212888806,0.17393328370835343,0.5078907012939453,0.23668968677520752,0.009257824160158634,0.998875081539154,-0.003943290561437607,0.47198009490966797,-0.9933815598487854,0.9873425960540771
485.90599999999904,65198,13056,17,136.02015113351052,54,0.5057026041666571,0.5252338541666571,32.96666666666687,10.0,50,2721,2903,40.13188934326172,34.09447479248047,0,300.0,-0.023497879153486185,33.63122228781382,2.811259518067042,0.007045442256943109,0.09590173900930192,0.5897313115201728,48,1.7001430291416169,0.4845971876121989,0.48647499084472656,0.24717085288434998,0.25632197089994385,0.227849848192106,0.22807764126171337,0.10433342533811758,0.1005745809862514,0.12448247308860061,0.11917721650508332,0.16036433894562518,0.16008753461955685,0.13579906155120067,0.1357610557274512,0.49946480989456177,0.23728278279304504,0.003094495739787817,0.9978877902030945,0.00508339935913682,0.46949759125709534,-0.9884294867515564,0.9970600605010986
513.6869999999981,69036,13824,18,138.2315865298066,56,0.505898249414943,0.5189190827482763,168.39999999999665,13.166666666666666,50,2902,3075,50.59552001953125,41.63832473754883,0,300.0,-0.012202917045215145,38.12499157587687,2.8495508432388306,0.005317783038446243,0.06608516242704354,0.5116108847379618,48,1.6988197245485723,0.47626046549260165,0.47443488240242004,0.2085905687639564,0.22203687112088633,0.2432680940496519,0.24556365900506644,0.1067910153684487,0.10060239631765382,0.12281623538683831,0.11545516999368267,0.14974385918823066,0.14516107496632663,0.16879022724287404,0.17118082859638414,0.5016019344329834,0.23551952838897705,0.002261547604575753,0.9981595277786255,0.010451573878526688,0.47039005160331726,-0.9963041543960571,0.995081901550293
550.5619999999981,72874,14592,19,104.12653625981007,57,0.525175692565155,0.5316861092318216,41.30000000000032,15.666666666666666,50,3146,3309,48.263973236083984,47.08484649658203,0,300.0,-0.018825655562316322,39.973343242298476,2.8437352975209556,0.00739087546958906,0.10478989773422875,0.6593641006263259,66,1.6892790075850814,0.46353227152968896,0.4640151560306549,0.195020362828582,0.20867461506579016,0.2604590892262125,0.2618468400800247,0.11051462421325435,0.10981559474354322,0.11218067382450944,0.09642880239503307,0.1540170307293595,0.1575595069918992,0.1678082191780822,0.1656746407237097,0.5038216710090637,0.23826511204242706,0.0017993812216445804,0.996968150138855,-0.010010739788413048,0.469026654958725,-0.9998756051063538,0.9924211502075195
583.4219999999987,76710,15360,20,116.79454390452786,60,0.5088643050571021,0.5153747217237687,205.69999999999905,6.833333333333333,50,3292,3511,44.59327697753906,39.45660400390625,0,300.0,-0.007753327450094123,28.773357285393608,2.844251173513907,0.003910249557049139,0.03823406171081674,0.5932501273288562,54,1.6827866208198963,0.4706449992627616,0.47496864199638367,0.20448681996634885,0.21184960333252556,0.25563656758272574,0.25372483349768127,0.10644980370162647,0.10571745199534556,0.10353337072349972,0.0959352523353211,0.17431295569265284,0.1851572837370048,0.1555804823331464,0.1476155751021217,0.5041326880455017,0.2362002581357956,0.0019182144897058606,0.9982994794845581,0.0014899709494784474,0.4662318825721741,-0.9986146092414856,0.9896982908248901
609.8909999999996,80546,16128,21,145.00642624933002,62,0.5232867005505398,0.5232867005505398,163.79999999999993,11.333333333333334,50,3445,3644,53.06462478637695,55.239593505859375,0,300.0,-0.012565053583654975,42.32284291585287,2.8279478947321572,0.0054368641054443586,0.07118322566938809,0.4971100853073722,42,1.6821261250804944,0.47151081722686394,0.47209855914115906,0.18966768248439994,0.19841387278206948,0.24916557829052388,0.2542242227335394,0.1187055579741692,0.11636217772055144,0.09069801189957916,0.08559071859255633,0.16862574372369757,0.17025145334195912,0.18313742562763025,0.1751575548293242,0.5062931180000305,0.24114322662353516,0.004511874169111252,0.9976028203964233,-0.009281802922487259,0.46462076902389526,-0.9965183138847351,0.9947093725204468
642.3280000000013,84380,16896,22,118.25303806056776,66,0.5009905967635467,0.5140114300968801,140.47499999999877,7.833333333333333,50,3567,3797,45.57040786743164,48.44987106323242,0,300.0,-0.009319290601914483,25.746188163757324,2.816269812129793,0.004499458040213324,0.053002307478371743,0.6092108963505125,42,1.674629955186499,0.47808455348350004,0.47953763604164124,0.16523605150214593,0.16113752669008785,0.2673206621704476,0.2803948766230236,0.13182096873083998,0.12736917618045132,0.09733292458614347,0.0953676349932214,0.15649908031882281,0.1679591866084308,0.18179031269160026,0.16777159890478505,0.49907252192497253,0.24072113633155823,0.0015559453750029206,0.9919790625572205,-0.0027164830826222897,0.4669237434864044,-0.9896532297134399,0.9926828145980835
673.219000000001,88209,17664,23,124.01619433198381,71,0.47914233407214885,0.5116944174054822,92.47999999999972,11.5,50,3714,3947,44.7527961730957,44.32155990600586,0,300.0,-0.009132665981139456,34.544258344741095,2.7860059284028553,0.004655854208511387,0.05753415614336042,0.599977605293609,42,1.6600152837405415,0.46732691469043613,0.46177369356155396,0.17279874213836477,0.17399631156611703,0.28679245283018867,0.2926476514978121,0.12264150943396226,0.11580356430786683,0.09701257861635221,0.09132817798476368,0.13333333333333333,0.15262275630714633,0.18742138364779873,0.17360153833629405,0.4957272410392761,0.23834271728992462,0.002587731461971998,0.996735692024231,0.004610876087099314,0.46716180443763733,-0.9941228032112122,0.9979135990142822
694.719000000001,92045,18432,24,178.54316965324162,73,0.49601425821627365,0.509035091549607,84.5499999999988,9.5,50,3821,4076,58.22541809082031,55.7359733581543,0,300.0,-0.011548418162015473,33.87390735414293,2.804221431414286,0.004499610105069277,0.055630255930332675,0.6811843428002322,36,1.6496479722032864,0.48653265656286626,0.4846649765968323,0.1685801760428626,0.16245420691214404,0.2797550707998469,0.29769804297185853,0.11634137007271336,0.11257972317536716,0.09070034443168772,0.08588937720820262,0.12399540757749714,0.12830147436130837,0.22062763107539227,0.21307717537111925,0.4912828803062439,0.2382945418357849,0.0037803901359438896,0.9980272054672241,0.028811968863010406,0.471304714679718,-0.9894365668296814,0.9967314004898071
733.7340000000004,95878,19200,25,98.28205128205128,78,0.4991110467310447,0.5186422967310448,138.85999999999825,6.666666666666667,50,3997,4280,49.36211395263672,45.039772033691406,0,300.0,-0.004441039563432612,27.269656004729093,2.804882808967873,0.0029739946137986545,0.021334283825665438,0.6428876661575661,54,1.6563635979143532,0.49617214723518555,0.49178841710090637,0.18634092171016103,0.17203991450295084,0.2827318156579678,0.282186821793407,0.13214880621876735,0.14537415017854485,0.10094392004441977,0.09332748151289286,0.110494169905608,0.1270385409800097,0.18734036646307606,0.18003309103219478,0.47830918431282043,0.23656336963176727,0.0027832582127302885,0.9935422539710999,0.021863410249352455,0.46622997522354126,-0.996364176273346,0.9983270168304443
761.5,99714,19968,26,138.23423423423424,79,0.521282330233719,0.5277927469003857,54.1000000000005,12.833333333333334,50,4170,4421,43.21145248413086,39.639869689941406,0,300.0,-0.01340655205422081,42.532018502553306,2.7781221866607666,0.005645482757491512,0.07627614515755947,0.7126787983099245,48,1.6426877749721156,0.49340213516683684,0.49468085169792175,0.173751394224811,0.16720556882131393,0.2886355186516297,0.28854402458557665,0.13830710125170406,0.1424472251562478,0.08737142148965175,0.08239769987781145,0.09592266699714959,0.11073203627605224,0.2160118973850539,0.20867344528299792,0.4800224304199219,0.23906828463077545,0.0021738694049417973,0.995080292224884,0.017983481287956238,0.460567831993103,-0.9908503293991089,0.9958406686782837
796.9219999999987,103551,20736,27,108.41739425277729,81,0.5316054687499879,0.5316054687499879,214.59999999999832,12.166666666666666,50,4359,4608,49.55515670776367,49.43492889404297,0,300.0,-0.0007511121899976084,40.05356845855713,2.7881683866182962,0.007527110571469441,0.09594597715185955,0.6206974086196178,60,1.6230269865890579,0.49214007219634726,0.4951339662075043,0.16488107992286266,0.15883512209852346,0.2917291622026998,0.2920589085135313,0.13370473537604458,0.1370934079255729,0.08056567388043712,0.07993280361413795,0.09331476323119778,0.10260377055561759,0.23580458538675808,0.2294759872926168,0.4791720509529114,0.24183446168899536,0.0014997058315202594,0.9953029155731201,0.014857294969260693,0.4584623873233795,-0.9988114237785339,0.9887176752090454
829.905999999999,107390,21504,28,116.44271891776785,82,0.5191972680316256,0.5257076846982923,229.89999999999122,7.333333333333333,50,4532,4815,47.16868591308594,50.64220428466797,0,300.0,-0.013148212292192814,31.359624735514323,2.7968315720558166,0.006071622013593014,0.08041860952507704,0.7430009173721874,60,1.6498325642841143,0.4902078471052537,0.4881151020526886,0.15514592933947774,0.14792103597870046,0.27219662058371735,0.2612871143610099,0.13753200204813107,0.1401628555193193,0.09738863287250384,0.09244146044533115,0.1130568356374808,0.1286921966965357,0.2246799795186892,0.2294953369991035,0.48463475704193115,0.24185901880264282,0.0032224843744188547,0.9993401765823364,0.006547851022332907,0.45731839537620544,-0.9964118599891663,0.9844564199447632
864.594000000001,111230,22272,29,110.75219197045874,83,0.5328241019436305,0.5393345186102971,137.99999999999645,23.0,50,4810,5004,48.998741149902344,46.75287628173828,0,300.0,-0.012773078806331438,47.99342797019265,2.78251001329133,0.005894197899082384,0.07644053554659794,0.666312171332818,66,1.649289496967284,0.4865236346923214,0.48994001746177673,0.15768651092690278,0.15840730078442963,0.27581009796533534,0.27905011081997144,0.14148455162019594,0.14389985517850062,0.09297287113790505,0.0859688869804172,0.09862471740768651,0.1027078097487176,0.23342125094197438,0.2299660364879635,0.4776502847671509,0.23982729017734528,0.0015815329970791936,0.9962649941444397,0.009857318364083767,0.46310514211654663,-0.9907801151275635,0.9968589544296265
905.6869999999981,115066,23040,30,93.3833195384443,86,0.5346248356939521,0.5281144190272854,209.36666666666653,12.0,57,4990,5241,46.941795349121094,44.63641357421875,0,300.0,-0.0034284467922892268,30.72462315029568,2.7890661425060697,0.005251819844188419,0.04505872402983692,0.672931566935137,72,1.6546092207656684,0.5196077867478258,0.518210768699646,0.17481726418378002,0.176633199073926,0.2634876435781413,0.2674805361239857,0.14871214758092585,0.14726931257313988,0.10207100591715976,0.09438514174855903,0.09136790810998956,0.10025804328714549,0.21954403063000347,0.21397376719324387,0.4651099741458893,0.23873819410800934,0.002260899869725108,0.9927998781204224,0.00950838066637516,0.4600488245487213,-0.9983781576156616,0.9901021718978882
955.3119999999981,118906,23808,31,83.28092129519771,88,0.5532005090767753,0.540179675743442,299.9999999999997,20.0,57,5322,5505,42.22493362426758,40.801639556884766,0,300.0,-0.007535085684919197,45.853199413844514,2.7960157053811208,0.00348795024460796,0.036634413648460484,0.5120571686927696,84,1.6579357690059644,0.5196936473527819,0.5256457328796387,0.1634221679477049,0.1568284108681009,0.2711730479132246,0.282821721035297,0.1579627900294519,0.15846089037841196,0.10925939228503699,0.09662843804711559,0.09697579196896775,0.09931288510024708,0.20120680985561382,0.20594765457082742,0.4631609618663788,0.23856309056282043,0.000971692381426692,0.999309778213501,-0.007219099439680576,0.46301183104515076,-0.9973852038383484,0.9948070049285889
991.3280000000013,122746,24576,32,106.66666666666667,88,0.5458062862616001,0.5458062862616001,,26.333333333333332,57,5640,5785,46.759769439697266,45.03819274902344,0,300.0,-0.013573382567431378,48.815791220892045,2.7979067592393783,0.007823195238250676,0.11459060715666662,0.21145246298642806,84,1.6749071226874606,0.5072745950859796,0.5151166915893555,0.15031945517096118,0.14816674581105677,0.2627957593203679,0.26918700802790724,0.15586603945797936,0.15825042196139005,0.12041002597767324,0.11102773736779341,0.10601699080249948,0.11085146708212337,0.20459172927051886,0.20251661974972915,0.4743381440639496,0.2391054779291153,0.0028574662283062935,0.9979652762413025,-0.02689622901380062,0.46171608567237854,-0.9965248703956604,0.9961100816726685
1031.594000000001,126586,25344,33,95.40372670807453,89,0.5324877963348061,0.5259773796681394,299.9999999999997,14.666666666666666,57,5873,6087,41.71750259399414,39.69245910644531,0,300.0,-0.007886170930254998,32.938717651367185,2.813684262169732,0.005826587303949805,0.06958269056566577,0.7428715090573357,90,1.6624034801010728,0.4931903738210404,0.48789727687835693,0.14607206958442634,0.14495547263126363,0.2536241888720144,0.25588887147165523,0.16471075521192877,0.16595756872229733,0.1229462929725252,0.11743733863630242,0.10927792351235675,0.11156944085971483,0.2033687698467486,0.20419130767876656,0.4704670310020447,0.24038131535053253,0.0010532522574067116,0.9918515086174011,-0.017813293263316154,0.46231842041015625,-0.9938955307006836,0.995348334312439
1061.3280000000013,130426,26112,34,129.2102695245424,90,0.5304079948514732,0.5238975781848065,299.9999999999997,13.833333333333334,57,6083,6301,54.70391845703125,57.0125617980957,0,300.0,-0.012210706073374517,40.42478081674287,2.77844141107617,0.006994030484830463,0.09698993972084612,0.46449887776771803,66,1.6388200678056635,0.5107577331637122,0.5029888153076172,0.13948213948213947,0.13445273328836171,0.2800982800982801,0.29187512422474254,0.16622566622566623,0.15711066263534892,0.1100926100926101,0.1047447830110869,0.09865809865809866,0.10448663921670864,0.20544320544320543,0.20733005762375126,0.467570424079895,0.24172018468379974,0.0023439819924533367,0.9961983561515808,-0.04436403885483742,0.4618857502937317,-0.9975154995918274,0.9887540340423584
1099.061999999998,134263,26880,35,101.72861763614966,93,0.5279572270358113,0.5214468103691446,208.23333333333315,14.166666666666666,57,6330,6545,47.99724578857422,46.44624328613281,0,300.0,-0.005757513060719551,35.358194986979164,2.7962759137153625,0.0048915290250575805,0.04551284708375331,0.5558187181723325,72,1.6436942428516799,0.50754949406043,0.5021933913230896,0.15002146844139116,0.1466761797849706,0.27325032202662086,0.2818771613403911,0.16882782310004293,0.16840432275881453,0.11172176899957063,0.10411441904136562,0.10777157578359811,0.11731436252945132,0.1884070416487763,0.18161355454500686,0.4701463580131531,0.24063284695148468,0.0016465438529849052,0.9990384578704834,-0.028160620480775833,0.465555876493454,-0.9984298348426819,0.9904947280883789
1127.0469999999987,138103,27648,36,137.2948621688429,95,0.5305441478063763,0.517523314473043,299.9999999999997,9.0,57,6517,6733,45.870025634765625,46.664451599121094,0,300.0,0.011423059222094405,36.42645142873128,2.7730178078015646,0.0033054999305254756,0.019774544522321472,0.09862393342054054,60,1.6474861018975113,0.5128361006415781,0.512232780456543,0.15840621963070942,0.15504784651984405,0.2699492495410863,0.28738924509554764,0.15743440233236153,0.15013615588621132,0.1066839434186373,0.09839662128216042,0.12277291869128604,0.1294078580318558,0.18475326638591943,0.17962227318438073,0.48862743377685547,0.23846997320652008,0.0006897918647155166,0.99872225522995,-0.03276929631829262,0.46543511748313904,-0.9922065734863281,0.9883686304092407
1161.280999999999,141943,28416,37,112.21835822203724,96,0.5380749395685177,0.5315645229018511,299.9999999999997,23.0,57,6834,6964,49.05354690551758,46.97683334350586,0,300.0,-0.006269245933961227,48.009762605031334,2.7719994849628873,0.003822638654860889,0.030741315928430088,0.32557605120339406,72,1.6294685732429872,0.5122178392916263,0.5129908323287964,0.14406224406224405,0.14216341695369422,0.2856674856674857,0.30826817524024086,0.14185094185094185,0.1349589024925158,0.11547911547911548,0.10600186010883125,0.119000819000819,0.11848254543902506,0.19393939393939394,0.1901250997656928,0.48461925983428955,0.24274055659770966,0.0009106092038564384,0.9993262887001038,-0.02218594029545784,0.4744674265384674,-0.9985314607620239,0.9945697784423828
